Lone_Wolf_PR_ID,Repo_URL,AI_Agent,Evidence_Human,Gap_Days
3121602752,https://api.github.com/repos/davidmigloz/langchain_dart,OpenAI_Codex,plateaukao,6
3120539286,https://api.github.com/repos/Veloera/Veloera,OpenAI_Codex,nekohy,1
3140721214,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3101243147,https://api.github.com/repos/microsoft/sbom-tool,Copilot,pragnya17,90
3224614751,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,17
3132059214,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3086730041,https://api.github.com/repos/dropseed/plain,OpenAI_Codex,davegaeddert,1
3094430761,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3083446085,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,1
3078330940,https://api.github.com/repos/promptfoo/promptfoo,OpenAI_Codex,sklein12,0
3166281514,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,7
3079721124,https://api.github.com/repos/PriorLabs/TabPFN,OpenAI_Codex,noahho,33
3224162802,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,15
3224300919,https://api.github.com/repos/rsyslog/rsyslog,OpenAI_Codex,rgerhards,20
3138252076,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],0
3251544513,https://api.github.com/repos/livestorejs/livestore,Claude_Code,LydiaF,54
3236584552,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,22
3181155233,https://api.github.com/repos/dotnet/aspire,Copilot,captainsafia,0
3104622698,https://api.github.com/repos/wvlet/airframe,Copilot,xerial-bot,8
3129605197,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,alehander92,1
3115232541,https://api.github.com/repos/n3d1117/chatgpt-telegram-bot,OpenAI_Codex,Amir138812155,20
3161349186,https://api.github.com/repos/afadil/wealthfolio,OpenAI_Codex,afadil,2
3070195452,https://api.github.com/repos/Blaizzy/mlx-vlm,OpenAI_Codex,Blaizzy,1
3104613438,https://api.github.com/repos/wvlet/airframe,Copilot,xerial-bot,8
3071995028,https://api.github.com/repos/roboflow/inference,OpenAI_Codex,abelriboulot,4
3105661471,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,1
3136399972,https://api.github.com/repos/microsoft/azure-pipelines-agent,Copilot,dassayantan24,12
3149241573,https://api.github.com/repos/microsoft/vscode,Copilot,anthonykim1,2
3080228739,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3095074851,https://api.github.com/repos/writer/writer-framework,OpenAI_Codex,raaymax,2
3164479877,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,byron-the-bulb,1
3164482313,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,byron-the-bulb,1
3102943936,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3209872688,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],12
3081222208,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,1
3094660912,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3250185798,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,26
3250199686,https://api.github.com/repos/0x4D31/galah,OpenAI_Codex,0x4D31,65
3147845120,https://api.github.com/repos/keepassxreboot/keepassxc,Copilot,mgziminsky,7
3094432428,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3100623808,https://api.github.com/repos/roboflow/inference,OpenAI_Codex,PawelPeczek-Roboflow,8
3117569956,https://api.github.com/repos/microsoft/azure-pipelines-agent,Copilot,dassayantan24,5
3244225566,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,24
3094212039,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3258956169,https://api.github.com/repos/Skyvern-AI/skyvern,OpenAI_Codex,dependabot[bot],26
3125791032,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,resyntax-ci[bot],2
3156138201,https://api.github.com/repos/microsoft/documentdb,Copilot,xgerman,4
3141185425,https://api.github.com/repos/lostintangent/gistpad,Copilot,dependabot[bot],0
3221483028,https://api.github.com/repos/colinhacks/zod,OpenAI_Codex,transitive-bullshit,52
3258015988,https://api.github.com/repos/commaai/opendbc,OpenAI_Codex,ugtthis,35
3103140420,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3214440579,https://api.github.com/repos/AgentOps-AI/agentops,Cursor,Dwij1704,20
3114602043,https://api.github.com/repos/synth-inc/onit,OpenAI_Codex,timlenardo,2
3094329677,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3138117853,https://api.github.com/repos/Shopify/roast,Claude_Code,ericproulx,1
3103331383,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3135845751,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,6
3231983313,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,20
3070192457,https://api.github.com/repos/joshuafuller/ATAK-Maps,OpenAI_Codex,joshuafuller,1
3126845280,https://api.github.com/repos/golang-design/clipboard,OpenAI_Codex,tslocum,7
3090110097,https://api.github.com/repos/Azure/azure-sdk-for-go,Copilot,richardpark-msft,16
3246152306,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,34
3260016188,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,29
3086491233,https://api.github.com/repos/github/docs,Copilot,docs-bot,2
3199904124,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],8
3162632994,https://api.github.com/repos/bruin-data/bruin,OpenAI_Codex,karakanb,7
3118754541,https://api.github.com/repos/SimonHalvdansson/Harmonic-HN,OpenAI_Codex,pR0Ps,10
3127598661,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,resyntax-ci[bot],1
3153926490,https://api.github.com/repos/openai/openai-agents-python,OpenAI_Codex,SDGLBL,7
3136021326,https://api.github.com/repos/microsoft/azure-pipelines-agent,Copilot,dassayantan24,12
3159106430,https://api.github.com/repos/Maciek-roboblog/Claude-Code-Usage-Monitor,OpenAI_Codex,KyongSik-Yoon,3
3131654719,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3070146313,https://api.github.com/repos/ObservedObserver/streamlit-shadcn-ui,OpenAI_Codex,FengJingting,71
3134670650,https://api.github.com/repos/getsentry/sentry-php,Cursor,cleptric,28
3138396420,https://api.github.com/repos/ironcalc/IronCalc,OpenAI_Codex,nhatcher,57
3147378485,https://api.github.com/repos/TTPlanetPig/Comfyui_TTP_Toolset,OpenAI_Codex,robinjhuang,79
3189776043,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,5
3234257837,https://api.github.com/repos/Azure/azure-mcp,Copilot,azure-sdk,28
3169803882,https://api.github.com/repos/Azure/azure-sdk-for-java,Copilot,azure-sdk,47
3114062434,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,Madman10K,0
3210894434,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,trangevi,14
3158779918,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,panarch,0
3101599688,https://api.github.com/repos/microsoft/vscode,Copilot,joyceerhl,0
3071609852,https://api.github.com/repos/mangiucugna/json_repair,OpenAI_Codex,codeflash-ai[bot],1
3138551256,https://api.github.com/repos/lostintangent/gistpad,Copilot,dependabot[bot],1
3222995485,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,14
3070115595,https://api.github.com/repos/PRQL/prql,OpenAI_Codex,dependabot[bot],3
3159158873,https://api.github.com/repos/dotnet/dotnet-api-docs,Copilot,ManickaP,1
3095028571,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3131654400,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3130078210,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,leamarty,1
3135336110,https://api.github.com/repos/microsoft/typespec,Copilot,RodgeFu,7
3163482681,https://api.github.com/repos/mtrojnar/osslsigncode,OpenAI_Codex,Squiblydoo,1
3173353466,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],0
3098385347,https://api.github.com/repos/seasonedcc/composable-functions,OpenAI_Codex,gustavoguichard,35
3119254095,https://api.github.com/repos/wandb/openui,OpenAI_Codex,Brainzdj,0
3078662519,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3240718422,https://api.github.com/repos/bytebot-ai/bytebot,OpenAI_Codex,zlwaterfield,28
3141103797,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3134988410,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],1
3102943615,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3131654489,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3246702885,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,24
3176486386,https://api.github.com/repos/StephenDev0/StikDebug,OpenAI_Codex,stossy11,23
3131653556,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3101113699,https://api.github.com/repos/Azure/azure-sdk-for-rust,Copilot,chlowell,6
3094334794,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3134989901,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],1
3117563567,https://api.github.com/repos/syntasso/kratix,OpenAI_Codex,ChunyiLyu,5
3237703446,https://api.github.com/repos/Azure/azure-cosmos-dotnet-v3,Copilot,kundadebdatta,33
3109525942,https://api.github.com/repos/Azure/azure-storage-azcopy,Copilot,shnayak-msft,10
3169393403,https://api.github.com/repos/microsoft/TypeScript,Copilot,gabritto,1
3180776982,https://api.github.com/repos/StephenDev0/StikDebug,OpenAI_Codex,stossy11,24
3101409173,https://api.github.com/repos/skypilot-org/skypilot,OpenAI_Codex,cblmemo,5
3126946114,https://api.github.com/repos/CapSoftware/Cap,OpenAI_Codex,Brendonovich,4
3103140280,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3189533000,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,3
3137599304,https://api.github.com/repos/openai/openai-agents-python,OpenAI_Codex,SDGLBL,13
3086906649,https://api.github.com/repos/dropseed/plain,OpenAI_Codex,davegaeddert,0
3109514107,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3213239813,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,11
3088752590,https://api.github.com/repos/elsa-workflows/elsa-core,Copilot,MaxBrooks114,6
3132226003,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,dependabot[bot],1
3117937316,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,2
3240533897,https://api.github.com/repos/567-labs/instructor,Claude_Code,dependabot[bot],23
3155923168,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,1
3218565614,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,12
3151515770,https://api.github.com/repos/mendableai/fire-enrich,OpenAI_Codex,ftaxats,0
3095753751,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3196341284,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,17
3070141267,https://api.github.com/repos/joshuafuller/ATAK-Maps,OpenAI_Codex,joshuafuller,1
3125093493,https://api.github.com/repos/Intelligent-Internet/ii-agent,OpenAI_Codex,PhungVanDuy,17
3135027026,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],1
3086827583,https://api.github.com/repos/dropseed/plain,OpenAI_Codex,davegaeddert,0
3076220935,https://api.github.com/repos/plexguide/Huntarr.io,Copilot,vipergts450,6
3133277192,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,3
3202615854,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,7
3136463139,https://api.github.com/repos/Kanaries/pygwalker,OpenAI_Codex,longxiaofei,67
3200611841,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,6
3095026626,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3134989776,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],1
3188742639,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,5
3223885524,https://api.github.com/repos/openai/codex,OpenAI_Codex,workinprogr3ss,22
3176426672,https://api.github.com/repos/PriorLabs/TabPFN,OpenAI_Codex,noahho,1
3103239869,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3107831246,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3150382896,https://api.github.com/repos/gofr-dev/gofr,OpenAI_Codex,dependabot[bot],25
3138225490,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],0
3147840719,https://api.github.com/repos/keepassxreboot/keepassxc,Copilot,mgziminsky,7
3155814567,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,1
3245273484,https://api.github.com/repos/StockSharp/StockSharp,OpenAI_Codex,mikasoukhov,20
3070320313,https://api.github.com/repos/hyperbrowserai/HyperAgent,OpenAI_Codex,tusharmctrl,15
3088422736,https://api.github.com/repos/elsa-workflows/elsa-core,Copilot,MaxBrooks114,7
3094432123,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3193677233,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,8
3138222705,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],0
3224591224,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,17
3147597625,https://api.github.com/repos/obi1kenobi/cargo-semver-checks,OpenAI_Codex,obi1kenobi,1
3148051003,https://api.github.com/repos/obi1kenobi/cargo-semver-checks,OpenAI_Codex,obi1kenobi,1
3251072741,https://api.github.com/repos/FlowiseAI/Flowise,OpenAI_Codex,HenryHengZJ,26
3131848679,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,resyntax-ci[bot],1
3134624005,https://api.github.com/repos/Azure/azure-sdk-for-net,Copilot,seanmcc-msft,2
3078729072,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3183072797,https://api.github.com/repos/afadil/wealthfolio,OpenAI_Codex,afadil,10
3098538159,https://api.github.com/repos/Azure/azure-sdk-for-js,Copilot,jeremymeng,8
3168218411,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],2
3148010785,https://api.github.com/repos/obi1kenobi/cargo-semver-checks,OpenAI_Codex,obi1kenobi,1
3149492276,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],4
3225430186,https://api.github.com/repos/StephenDev0/StikDebug,OpenAI_Codex,stossy11,40
3214110836,https://api.github.com/repos/AgentOps-AI/agentops,Cursor,Dwij1704,19
3126061276,https://api.github.com/repos/microsoft/onnxruntime,Copilot,quic-calvnguy,1
3245776477,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,25
3131654577,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3115895027,https://api.github.com/repos/Azure/azure-sdk-for-go,Copilot,jliusan,15
3110811595,https://api.github.com/repos/Stirling-Tools/Stirling-PDF,OpenAI_Codex,Ludy87,6
3074885425,https://api.github.com/repos/elsa-workflows/elsa-core,OpenAI_Codex,MaxBrooks114,11
3104330440,https://api.github.com/repos/microsoft/etl2pcapng,Copilot,grcusanz,0
3123528512,https://api.github.com/repos/markuplint/markuplint,OpenAI_Codex,renovate[bot],2
3105454514,https://api.github.com/repos/alexanderjeurissen/ranger_devicons,OpenAI_Codex,alexanderjeurissen,0
3152347024,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,pavpanchekha,3
3131847694,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,14
3130414528,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,leamarty,1
3140918701,https://api.github.com/repos/microsoft/onnxruntime,Copilot,quic-calvnguy,7
3132024225,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,14
3209338958,https://api.github.com/repos/lostintangent/gistpad,Copilot,dependabot[bot],24
3085231629,https://api.github.com/repos/Skyvern-AI/skyvern,OpenAI_Codex,Prakashmaheshwaran,3
3106780046,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3169529285,https://api.github.com/repos/Azure/azure-sdk-for-java,Copilot,azure-sdk,47
3098104264,https://api.github.com/repos/openai/openai-realtime-agents,OpenAI_Codex,danial-openai,19
3130646715,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,alehander92,0
3164671030,https://api.github.com/repos/temporalio/temporal,OpenAI_Codex,pdoerner,64
3223746398,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,14
3177251348,https://api.github.com/repos/OpenPipe/ART,Cursor,bradhilton,0
3121276144,https://api.github.com/repos/konvajs/react-konva,OpenAI_Codex,Methuselah96,10
3230119967,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,19
3155835014,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,1
3091520348,https://api.github.com/repos/promptfoo/promptfoo,OpenAI_Codex,mldangelo,0
3122691406,https://api.github.com/repos/konvajs/konva,OpenAI_Codex,tbo47,56
3210288401,https://api.github.com/repos/567-labs/instructor,OpenAI_Codex,dependabot[bot],13
3077717252,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3143311231,https://api.github.com/repos/objectionary/eo,Copilot,maxonfjvipon,12
3094330897,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3076280625,https://api.github.com/repos/dotnet/dotnet,Copilot,akoeplinger,4
3096830562,https://api.github.com/repos/Azure/azure-sdk-for-go,Copilot,richardpark-msft,18
3112701610,https://api.github.com/repos/akto-api-security/akto,Copilot,Ark2307,8
3083440412,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,1
3159650313,https://api.github.com/repos/mtrojnar/osslsigncode,OpenAI_Codex,Squiblydoo,1
3079735939,https://api.github.com/repos/PriorLabs/TabPFN,OpenAI_Codex,noahho,33
3077551260,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3241826198,https://api.github.com/repos/openai/codex,OpenAI_Codex,workinprogr3ss,28
3132109322,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3174028458,https://api.github.com/repos/microsoft/openvmm,Copilot,maheeraeron,20
3087667478,https://api.github.com/repos/dropseed/plain,OpenAI_Codex,davegaeddert,0
3095694149,https://api.github.com/repos/openai/openai-assistants-quickstart,OpenAI_Codex,robcate,82
3197289456,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,5
3147822758,https://api.github.com/repos/temporalio/temporal,OpenAI_Codex,pdoerner,58
3094891637,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3245465031,https://api.github.com/repos/commaai/panda,OpenAI_Codex,maxime-desroches,45
3238176811,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,trangevi,23
3071170809,https://api.github.com/repos/dartsim/dart,OpenAI_Codex,github-actions[bot],21
3138289397,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,5
3225571676,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],14
3169839634,https://api.github.com/repos/Azure/azure-sdk-for-java,Copilot,azure-sdk,47
3197356267,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,7
3172671566,https://api.github.com/repos/microsoft/azure-pipelines-tasks,Copilot,PhilipsonJoseph,8
3157320272,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,pxor,2
3085573710,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,0
3213365700,https://api.github.com/repos/microsoft/openvmm,Copilot,maheeraeron,33
3169803701,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,trangevi,0
3120469743,https://api.github.com/repos/syntasso/kratix,OpenAI_Codex,ChunyiLyu,5
3129355047,https://api.github.com/repos/SimonHalvdansson/Harmonic-HN,OpenAI_Codex,pR0Ps,5
3116039813,https://api.github.com/repos/stanfordnlp/dspy,OpenAI_Codex,beydogan,1
3098333977,https://api.github.com/repos/skypilot-org/skypilot,OpenAI_Codex,cblmemo,4
3153541429,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,1
3125825544,https://api.github.com/repos/etchdroid/etchdroid,OpenAI_Codex,admmq,20
3071826283,https://api.github.com/repos/sakaiproject/sakai,OpenAI_Codex,ottenhoff,12
3242939113,https://api.github.com/repos/rsyslog/rsyslog,OpenAI_Codex,rgerhards,26
3119752724,https://api.github.com/repos/bytebot-ai/bytebot,OpenAI_Codex,dependabot[bot],2
3078301523,https://api.github.com/repos/OpenPipe/ART,OpenAI_Codex,saum7800,13
3072178726,https://api.github.com/repos/NousResearch/atropos,OpenAI_Codex,shannonsands,9
3173269088,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3074763951,https://api.github.com/repos/microsoft/graphrag,Copilot,natoverse,55
3134900878,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3130311543,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,leamarty,1
3077326559,https://api.github.com/repos/dotnet/yarp,Copilot,dotnet-maestro[bot],27
3125201311,https://api.github.com/repos/Felix3322/PotPlayer_ChatGPT_Translate,OpenAI_Codex,Felix3322,2
3138525239,https://api.github.com/repos/AgentOps-AI/agentops,OpenAI_Codex,michi-okahata,6
3095748391,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3086427872,https://api.github.com/repos/temporalio/sdk-go,OpenAI_Codex,nikki-dag,25
3072203296,https://api.github.com/repos/traccar/traccar-web,OpenAI_Codex,AmanRidesIQ,23
3148203108,https://api.github.com/repos/obi1kenobi/cargo-semver-checks,OpenAI_Codex,obi1kenobi,1
3228831633,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,pxor,28
3144308623,https://api.github.com/repos/microsoft/vscode,Copilot,lszomoru,0
3221481114,https://api.github.com/repos/colinhacks/zod,OpenAI_Codex,transitive-bullshit,52
2889940236,https://api.github.com/repos/rishikanthc/Scriberr,Claude_Code,SpirusNox,5
3121366623,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,victorlassomarketing,1
3127980564,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,devgony,0
3138274683,https://api.github.com/repos/elixir-lsp/vscode-elixir-ls,OpenAI_Codex,dependabot[bot],0
3164997210,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,chae401,1
3272538083,https://api.github.com/repos/skypilot-org/skypilot,Cursor,kyuds,43
3121902962,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,Gunnar97,1
3275732837,https://api.github.com/repos/microsoft/testfx,Copilot,Youssef1313,33
3173306744,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3092750584,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3197138491,https://api.github.com/repos/microsoft/ApplicationInsights-JS,Copilot,Tim91084,18
3116695313,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,3
3090771403,https://api.github.com/repos/OpenHFT/Java-Runtime-Compiler,OpenAI_Codex,peter-lawrey,1
3141308092,https://api.github.com/repos/dotenvx/dotenvx,Copilot,motdotla,8
3190608451,https://api.github.com/repos/microsoft/vscode-jupyter,Copilot,amunger,19
3176424947,https://api.github.com/repos/PriorLabs/TabPFN,OpenAI_Codex,noahho,1
3225729489,https://api.github.com/repos/rsyslog/rsyslog,OpenAI_Codex,rgerhards,21
3245442075,https://api.github.com/repos/commaai/panda,OpenAI_Codex,maxime-desroches,45
2974498229,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,0
3134578112,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,4
3128087595,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,devgony,0
3083461757,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,1
3102943460,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3245304297,https://api.github.com/repos/StockSharp/StockSharp,OpenAI_Codex,mikasoukhov,20
