Lone_Wolf_PR_ID,PR_Link,Repo_URL,AI_Agent,Evidence_Human_User,Activity_Gap_Days
3245809034,https://github.com/jlowin/fastmcp/pull/1190,https://api.github.com/repos/jlowin/fastmcp,Claude_Code,fellipesaraiva88,35
3158615630,https://github.com/jlowin/fastmcp/pull/870,https://api.github.com/repos/jlowin/fastmcp,Claude_Code,fellipesaraiva88,4
3081476453,https://github.com/jlowin/fastmcp/pull/539,https://api.github.com/repos/jlowin/fastmcp,OpenAI_Codex,softyoungha,5
3070887119,https://github.com/jlowin/fastmcp/pull/489,https://api.github.com/repos/jlowin/fastmcp,OpenAI_Codex,softyoungha,1
3071143061,https://github.com/jlowin/fastmcp/pull/492,https://api.github.com/repos/jlowin/fastmcp,OpenAI_Codex,softyoungha,1
3070915829,https://github.com/jlowin/fastmcp/pull/490,https://api.github.com/repos/jlowin/fastmcp,OpenAI_Codex,softyoungha,1
3164641128,https://github.com/TracecatHQ/tracecat/pull/1209,https://api.github.com/repos/TracecatHQ/tracecat,Cursor,daryllimyt,2
3088611576,https://github.com/Shopify/roast/pull/76,https://api.github.com/repos/Shopify/roast,Claude_Code,nfgrep,0
3138117853,https://github.com/Shopify/roast/pull/245,https://api.github.com/repos/Shopify/roast,Claude_Code,ericproulx,1
3090065215,https://github.com/anaisbetts/mcp-installer/pull/19,https://api.github.com/repos/anaisbetts/mcp-installer,Claude_Code,AstroSteveo,77
3214305078,https://github.com/shopware/shopware/pull/11089,https://api.github.com/repos/shopware/shopware,Copilot,vienthuong,12
3214308844,https://github.com/shopware/shopware/pull/11090,https://api.github.com/repos/shopware/shopware,Copilot,vienthuong,12
3211901051,https://github.com/shopware/shopware/pull/11072,https://api.github.com/repos/shopware/shopware,Copilot,vienthuong,11
3205893657,https://github.com/mitsuhiko/insta/pull/786,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,67
2964743634,https://github.com/mitsuhiko/insta/pull/750,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,0
2973533797,https://github.com/mitsuhiko/insta/pull/756,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,0
2974498229,https://github.com/mitsuhiko/insta/pull/760,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,0
2974598623,https://github.com/mitsuhiko/insta/pull/761,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,1
3069923749,https://github.com/mitsuhiko/insta/pull/773,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,17
3069942339,https://github.com/mitsuhiko/insta/pull/774,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,17
3069944091,https://github.com/mitsuhiko/insta/pull/775,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,17
3154339119,https://github.com/mitsuhiko/insta/pull/778,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,48
3154517662,https://github.com/mitsuhiko/insta/pull/779,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,49
3159415433,https://github.com/BeehiveInnovations/zen-mcp-server/pull/83,https://api.github.com/repos/BeehiveInnovations/zen-mcp-server,Claude_Code,GabrielFarfan,0
3164250713,https://github.com/BeehiveInnovations/zen-mcp-server/pull/95,https://api.github.com/repos/BeehiveInnovations/zen-mcp-server,Claude_Code,GabrielFarfan,1
3274969873,https://github.com/mendableai/firecrawl/pull/1883,https://api.github.com/repos/mendableai/firecrawl,Claude_Code,nickscamara,32
3275149041,https://github.com/mendableai/firecrawl/pull/1884,https://api.github.com/repos/mendableai/firecrawl,Claude_Code,nickscamara,32
3193334000,https://github.com/mendableai/firecrawl/pull/1742,https://api.github.com/repos/mendableai/firecrawl,Cursor,devin-ai-integration[bot],4
3095408254,https://github.com/JuliaLang/julia/pull/58542,https://api.github.com/repos/JuliaLang/julia,OpenAI_Codex,rfourquet,42
3124189482,https://github.com/busser/tfautomv/pull/106,https://api.github.com/repos/busser/tfautomv,Claude_Code,busser,1
3124293906,https://github.com/busser/tfautomv/pull/107,https://api.github.com/repos/busser/tfautomv,Claude_Code,busser,1
3124372773,https://github.com/busser/tfautomv/pull/108,https://api.github.com/repos/busser/tfautomv,Claude_Code,busser,1
2903936265,https://github.com/allenai/open-instruct/pull/598,https://api.github.com/repos/allenai/open-instruct,Claude_Code,hamishivi,65
3226831249,https://github.com/allenai/open-instruct/pull/779,https://api.github.com/repos/allenai/open-instruct,Cursor,hamishivi,63
3226833880,https://github.com/allenai/open-instruct/pull/780,https://api.github.com/repos/allenai/open-instruct,Cursor,hamishivi,63
3226836037,https://github.com/allenai/open-instruct/pull/781,https://api.github.com/repos/allenai/open-instruct,Cursor,hamishivi,63
2912546402,https://github.com/anthropics/claude-code/pull/448,https://api.github.com/repos/anthropics/claude-code,Claude_Code,catherinewu,24
3193248030,https://github.com/coder/coder/pull/18697,https://api.github.com/repos/coder/coder,Claude_Code,dependabot[bot],29
3182717875,https://github.com/coder/coder/pull/18634,https://api.github.com/repos/coder/coder,OpenAI_Codex,dependabot[bot],25
3080336296,https://github.com/coder/coder/pull/17971,https://api.github.com/repos/coder/coder,OpenAI_Codex,dependabot[bot],12
3077209618,https://github.com/coder/coder/pull/17940,https://api.github.com/repos/coder/coder,OpenAI_Codex,BrunoQuaresma,11
2922676503,https://github.com/OpenAdaptAI/OpenAdapt/pull/947,https://api.github.com/repos/OpenAdaptAI/OpenAdapt,Claude_Code,abrichr,0
3125825626,https://github.com/willccbb/verifiers/pull/76,https://api.github.com/repos/willccbb/verifiers,OpenAI_Codex,tcapelle,15
2970665095,https://github.com/PRQL/prql/pull/5235,https://api.github.com/repos/PRQL/prql,Claude_Code,dependabot[bot],1
2980205609,https://github.com/PRQL/prql/pull/5247,https://api.github.com/repos/PRQL/prql,Claude_Code,dependabot[bot],3
3070114059,https://github.com/PRQL/prql/pull/5286,https://api.github.com/repos/PRQL/prql,Claude_Code,dependabot[bot],3
3070149818,https://github.com/PRQL/prql/pull/5289,https://api.github.com/repos/PRQL/prql,Claude_Code,dependabot[bot],3
3070160046,https://github.com/PRQL/prql/pull/5290,https://api.github.com/repos/PRQL/prql,Claude_Code,dependabot[bot],3
3070115595,https://github.com/PRQL/prql/pull/5287,https://api.github.com/repos/PRQL/prql,OpenAI_Codex,dependabot[bot],3
2990012909,https://github.com/thefrontside/effection/pull/994,https://api.github.com/repos/thefrontside/effection,Claude_Code,cowboyd,60
3118409324,https://github.com/openai/openai-agents-js/pull/11,https://api.github.com/repos/openai/openai-agents-js,OpenAI_Codex,dkundel-openai,0
3154770102,https://github.com/smtg-ai/claude-squad/pull/133,https://api.github.com/repos/smtg-ai/claude-squad,Claude_Code,jayshrivastava,77
3246897503,https://github.com/Edgenesis/shifu/pull/1230,https://api.github.com/repos/Edgenesis/shifu,Claude_Code,dependabot[bot],32
3132378621,https://github.com/razimantv/mazegenerator/pull/13,https://api.github.com/repos/razimantv/mazegenerator,Claude_Code,samhann,0
3276762075,https://github.com/microsoft/typescript-go/pull/1479,https://api.github.com/repos/microsoft/typescript-go,Copilot,gabritto,34
3276895608,https://github.com/microsoft/typescript-go/pull/1480,https://api.github.com/repos/microsoft/typescript-go,Copilot,gabritto,34
3131807379,https://github.com/microsoft/typescript-go/pull/1140,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3189657312,https://github.com/microsoft/typescript-go/pull/1325,https://api.github.com/repos/microsoft/typescript-go,Copilot,gabritto,4
3131653556,https://github.com/microsoft/typescript-go/pull/1114,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654273,https://github.com/microsoft/typescript-go/pull/1117,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654400,https://github.com/microsoft/typescript-go/pull/1120,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654489,https://github.com/microsoft/typescript-go/pull/1122,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654541,https://github.com/microsoft/typescript-go/pull/1124,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654577,https://github.com/microsoft/typescript-go/pull/1125,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654689,https://github.com/microsoft/typescript-go/pull/1128,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654732,https://github.com/microsoft/typescript-go/pull/1131,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654719,https://github.com/microsoft/typescript-go/pull/1130,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3131654800,https://github.com/microsoft/typescript-go/pull/1132,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3128970557,https://github.com/timburgan/timburgan/pull/38845,https://api.github.com/repos/timburgan/timburgan,Copilot,timburgan,1
3129559963,https://github.com/timburgan/timburgan/pull/38870,https://api.github.com/repos/timburgan/timburgan,Copilot,timburgan,0
3129593158,https://github.com/timburgan/timburgan/pull/38874,https://api.github.com/repos/timburgan/timburgan,Copilot,timburgan,0
3129996920,https://github.com/timburgan/timburgan/pull/38894,https://api.github.com/repos/timburgan/timburgan,Copilot,timburgan,0
3129102020,https://github.com/microsoft/Windows-classic-samples/pull/385,https://api.github.com/repos/microsoft/Windows-classic-samples,Copilot,coltonhurst,72
3129105671,https://github.com/microsoft/Windows-classic-samples/pull/386,https://api.github.com/repos/microsoft/Windows-classic-samples,Copilot,coltonhurst,72
3129102032,https://github.com/microsoft/vscode/pull/250978,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,2
3106222021,https://github.com/microsoft/vscode/pull/250207,https://api.github.com/repos/microsoft/vscode,Copilot,joyceerhl,2
3122186128,https://github.com/microsoft/vscode/pull/250768,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,0
3192252952,https://github.com/microsoft/vscode/pull/253266,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,3
3222206015,https://github.com/microsoft/vscode/pull/255318,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,13
3184430691,https://github.com/microsoft/vscode/pull/252730,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,0
3253039135,https://github.com/microsoft/vscode/pull/257283,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,24
3118533289,https://github.com/microsoft/vscode/pull/250646,https://api.github.com/repos/microsoft/vscode,Copilot,bpasero,0
3149241573,https://github.com/microsoft/vscode/pull/251578,https://api.github.com/repos/microsoft/vscode,Copilot,anthonykim1,2
3157225263,https://github.com/microsoft/vscode/pull/251818,https://api.github.com/repos/microsoft/vscode,Copilot,anthonykim1,0
3194239581,https://github.com/microsoft/vscode/pull/253537,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,4
3168946396,https://github.com/microsoft/vscode/pull/252204,https://api.github.com/repos/microsoft/vscode,Copilot,justschen,0
3169108993,https://github.com/microsoft/vscode/pull/252213,https://api.github.com/repos/microsoft/vscode,Copilot,justschen,0
3202910942,https://github.com/microsoft/vscode/pull/254135,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,6
3146933358,https://github.com/microsoft/vscode/pull/251509,https://api.github.com/repos/microsoft/vscode,Copilot,lszomoru,1
3159541977,https://github.com/microsoft/vscode/pull/251878,https://api.github.com/repos/microsoft/vscode,Copilot,anthonykim1,1
3134900878,https://github.com/microsoft/vscode/pull/251148,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3134901340,https://github.com/microsoft/vscode/pull/251149,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3134901959,https://github.com/microsoft/vscode/pull/251150,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3134913454,https://github.com/microsoft/vscode/pull/251152,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3134922059,https://github.com/microsoft/vscode/pull/251154,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3134927763,https://github.com/microsoft/vscode/pull/251157,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3271673769,https://github.com/microsoft/vscode/pull/258382,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,31
3172651928,https://github.com/microsoft/vscode/pull/252305,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3214815470,https://github.com/microsoft/vscode/pull/254811,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,11
3131081344,https://github.com/microsoft/vscode/pull/251027,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3168071551,https://github.com/microsoft/vscode/pull/252166,https://api.github.com/repos/microsoft/vscode,Copilot,justschen,0
3168470004,https://github.com/microsoft/vscode/pull/252181,https://api.github.com/repos/microsoft/vscode,Copilot,justschen,0
3168629538,https://github.com/microsoft/vscode/pull/252187,https://api.github.com/repos/microsoft/vscode,Copilot,justschen,0
3272938687,https://github.com/microsoft/vscode/pull/258424,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,31
3101498528,https://github.com/microsoft/vscode/pull/250076,https://api.github.com/repos/microsoft/vscode,Copilot,joyceerhl,0
3101599688,https://github.com/microsoft/vscode/pull/250083,https://api.github.com/repos/microsoft/vscode,Copilot,joyceerhl,0
3184061878,https://github.com/microsoft/vscode/pull/252698,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,0
3188718099,https://github.com/microsoft/vscode/pull/253008,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,2
3218649310,https://github.com/microsoft/vscode/pull/255095,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,12
3218738651,https://github.com/microsoft/vscode/pull/255102,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,12
3218984690,https://github.com/microsoft/vscode/pull/255114,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,12
3197289456,https://github.com/microsoft/vscode/pull/253761,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,5
3197289597,https://github.com/microsoft/vscode/pull/253762,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,5
3173269088,https://github.com/microsoft/vscode/pull/252332,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3173274092,https://github.com/microsoft/vscode/pull/252334,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3173294473,https://github.com/microsoft/vscode/pull/252338,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3173301941,https://github.com/microsoft/vscode/pull/252340,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3173304702,https://github.com/microsoft/vscode/pull/252342,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3173306744,https://github.com/microsoft/vscode/pull/252344,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3173308900,https://github.com/microsoft/vscode/pull/252345,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3173313834,https://github.com/microsoft/vscode/pull/252348,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3265744525,https://github.com/microsoft/vscode/pull/257977,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,28
3227079148,https://github.com/microsoft/vscode/pull/255703,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,16
3166043633,https://github.com/microsoft/vscode/pull/252083,https://api.github.com/repos/microsoft/vscode,Copilot,justschen,1
3130784227,https://github.com/microsoft/vscode/pull/251015,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3125342174,https://github.com/microsoft/vscode/pull/250875,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,1
3125573230,https://github.com/microsoft/vscode/pull/250888,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,1
3209906078,https://github.com/microsoft/vscode/pull/254499,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,10
3209908234,https://github.com/microsoft/vscode/pull/254500,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,10
3123097719,https://github.com/microsoft/vscode/pull/250790,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,0
3096110760,https://github.com/microsoft/vscode/pull/249945,https://api.github.com/repos/microsoft/vscode,Copilot,joyceerhl,2
3137635226,https://github.com/microsoft/vscode/pull/251221,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3258259137,https://github.com/microsoft/vscode/pull/257576,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,26
3258263581,https://github.com/microsoft/vscode/pull/257577,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,26
3258264488,https://github.com/microsoft/vscode/pull/257578,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,26
3132059214,https://github.com/microsoft/vscode/pull/251061,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3132108510,https://github.com/microsoft/vscode/pull/251064,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3132109322,https://github.com/microsoft/vscode/pull/251065,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3272295951,https://github.com/microsoft/vscode/pull/258402,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,31
3144308623,https://github.com/microsoft/vscode/pull/251416,https://api.github.com/repos/microsoft/vscode,Copilot,lszomoru,0
3144633626,https://github.com/microsoft/vscode/pull/251442,https://api.github.com/repos/microsoft/vscode,Copilot,lszomoru,0
3189489851,https://github.com/microsoft/vscode/pull/253061,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,3
3189533000,https://github.com/microsoft/vscode/pull/253063,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,3
3134733967,https://github.com/microsoft/vscode/pull/251138,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3160997096,https://github.com/microsoft/vscode/pull/251930,https://api.github.com/repos/microsoft/vscode,Copilot,anthonykim1,1
3120681882,https://github.com/microsoft/vscode/pull/250730,https://api.github.com/repos/microsoft/vscode,Copilot,bpasero,0
3269035759,https://github.com/microsoft/vscode/pull/258171,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,30
3269047351,https://github.com/microsoft/vscode/pull/258172,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,30
3219752616,https://github.com/microsoft/vscode/pull/255163,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,12
3176922585,https://github.com/microsoft/vscode/pull/252448,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3177087072,https://github.com/microsoft/vscode/pull/252454,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3200090989,https://github.com/microsoft/vscode/pull/253959,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,6
3204403099,https://github.com/microsoft/vscode/pull/254209,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,7
3178652279,https://github.com/microsoft/vscode/pull/252486,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3211974330,https://github.com/microsoft/vscode/pull/254631,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,10
3268596960,https://github.com/microsoft/vscode/pull/258150,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,30
3140890064,https://github.com/microsoft/vscode/pull/251295,https://api.github.com/repos/microsoft/vscode,Copilot,lszomoru,1
3141249966,https://github.com/microsoft/vscode/pull/251305,https://api.github.com/repos/microsoft/vscode,Copilot,lszomoru,1
3219922210,https://github.com/microsoft/vscode/pull/255176,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,12
3220097416,https://github.com/microsoft/vscode/pull/255187,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,13
3220127712,https://github.com/microsoft/vscode/pull/255191,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,13
3138206339,https://github.com/microsoft/vscode/pull/251239,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3223603933,https://github.com/microsoft/vscode/pull/255448,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,13
3138746796,https://github.com/microsoft/vscode/pull/251252,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3210106949,https://github.com/microsoft/vscode/pull/254512,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,10
3179085307,https://github.com/microsoft/vscode/pull/252500,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3183592400,https://github.com/microsoft/vscode/pull/252672,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,0
3134206271,https://github.com/microsoft/vscode/pull/251115,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,0
3200572898,https://github.com/microsoft/vscode/pull/253989,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,6
3200575489,https://github.com/microsoft/vscode/pull/253990,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,6
3200611841,https://github.com/microsoft/vscode/pull/253996,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,6
